text,tactic,technique
GoldMax has been packed for obfuscation.,TA0005,T1027.002
GreyEnergy is packed for obfuscation.,TA0005,T1027.002
H1N1 uses a custom packing algorithm.,TA0005,T1027.002
Hildegard has packed ELF files into other binaries.,TA0005,T1027.002
HotCroissant has used the open source UPX executable packer.,TA0005,T1027.002
HyperBro has the ability to pack its payload.,TA0005,T1027.002
IcedID has packed and encrypted its loader module.,TA0005,T1027.002
jRAT payloads have been packed.,TA0005,T1027.002
Kimsuky has packed malware with UPX.,TA0005,T1027.002
KONNI has been packed for obfuscation.,TA0005,T1027.002
Lazarus Group has used Themida to pack malicious DLLs and other files.,TA0005,T1027.002
LiteDuke has been packed with multiple layers of encryption.,TA0005,T1027.002
Lokibot has used several packing methods for obfuscation.,TA0005,T1027.002
Lucifer has used UPX packed binaries.,TA0005,T1027.002
Machete has been packed with NSIS.,TA0005,T1027.002
Melcoz has been packed with VMProtect and Themida.,TA0005,T1027.002
Metamorfo has used VMProtect to pack and protect files.,TA0005,T1027.002
NETWIRE has used .NET packer tools to evade detection.,TA0005,T1027.002
Night Dragon is known to use software packing in its tools.,TA0005,T1027.002
OopsIE uses the SmartAssembly obfuscator to pack an embedded .Net Framework assembly used for C2.,TA0005,T1027.002
OSX_OCEANLOTUS.D has a variant that is packed with UPX.,TA0005,T1027.002
A Patchwork payload was packed with UPX.,TA0005,T1027.002
QakBot can encrypt and pack malicious payloads.,TA0005,T1027.002
"Raindrop used a custom packer for its Cobalt Strike payload, which was compressed using the LZMA algorithm.",TA0005,T1027.002
Rocke's miner has created UPX-packed files in the Windows Start Menu Folder.,TA0005,T1027.002
Sandworm Team used UPX to pack a copy of Mimikatz.,TA0005,T1027.002
SDBbot has used a packed installer file.,TA0005,T1027.002
SeaDuke has been packed with the UPX packer.,TA0005,T1027.002
ShimRat's loader has been packed with the compressed ShimRat core DLL and the legitimate DLL for it to hijack.,TA0005,T1027.002
Spark has been packed with Enigma Protector to obfuscate its contents.,TA0005,T1027.002
SysUpdate can use packed binaries.,TA0005,T1027.002
TA505 has used UPX to obscure malicious code.,TA0005,T1027.002
TeamTNT has used UPX and Ezuri packer to pack its binaries.,TA0005,T1027.002
The White Company has obfuscated their payloads through packing.,TA0005,T1027.002
Threat Group-3390 has packed malware and tools.,TA0005,T1027.002
Tomiris has been packed with UPX.,TA0005,T1027.002
Torisma has been packed with Iz4 compression.,TA0005,T1027.002
TrickBot leverages a custom packer to obfuscate its functionality.,TA0005,T1027.002
Trojan.Karagany samples sometimes use common binary packers such as UPX and Aspack on top of a custom Delphi binary packer.,TA0005,T1027.002
Uroburos uses a custom packer.,TA0005,T1027.002
Valak has used packed DLL payloads.,TA0005,T1027.002
VERMIN is initially packed.,TA0005,T1027.002
yty packs a plugin with UPX.,TA0005,T1027.002
Zebrocy's Delphi variant was packed with UPX.,TA0005,T1027.002
Some ZeroT DLL files have been packed with UPX.,TA0005,T1027.002
ZIRCONIUM has used multi-stage packers for exploit code.,TA0005,T1027.002
Employ heuristic-based malware detection.,TA0005,T1027.002
Ensure updated virus definitions and create custom signatures for observed malware.,TA0005,T1027.002
Use file scanning to look for known software packers or artifacts of packing techniques.,TA0005,T1027.002
"Packing is not a definitive indicator of malicious activity, because legitimate software may use packing techniques to reduce binary size or to protect proprietary code.",TA0005,T1027.002
Adversaries may use steganography techniques in order to prevent the detection of hidden information.,TA0005,T1027.003
"Steganographic techniques can be used to hide data in digital media such as images, audio tracks, video clips, or text files.",TA0005,T1027.003
Duqu was an early example of malware that used steganography.,TA0005,T1027.003
It encrypted the gathered information from a victim's system and hid it within an image before exfiltrating the image to a C2 server.,TA0005,T1027.003
"By the end of 2017, a threat group used Invoke-PSImage to hide PowerShell commands in an image file (.png) and execute the code on a victim's system.",TA0005,T1027.003
In this particular case the PowerShell code downloaded another obfuscated script to gather intelligence from the victim's machine and communicate it back to the adversary.,TA0005,T1027.003
ABK can extract a malicious Portable Executable (PE) from a photo.,TA0005,T1027.003
Andariel has hidden malicious executables within PNG files.,TA0005,T1027.003
APT37 uses steganography to send images to users that are embedded with shellcode.,TA0005,T1027.003
Avenger can extract backdoor malware from downloaded images.,TA0005,T1027.003
Bandook has used .PNG images within a zip file to build the executable.,TA0005,T1027.003
BBK can extract a malicious Portable Executable (PE) from a photo.,TA0005,T1027.003
BRONZE BUTLER has used steganography in multiple operations to conceal malicious payloads.,TA0005,T1027.003
build_downer can extract malware from a downloaded JPEG.,TA0005,T1027.003
Diavol has obfuscated its main code routines within bitmap images as part of its anti-analysis techniques.,TA0005,T1027.003
IcedID has embedded binaries within RC4 encrypted .png files.,TA0005,T1027.003
Leviathan has used steganography to hide stolen data inside other files stored on Github.,TA0005,T1027.003
LiteDuke has used image files to hide its loader component.,TA0005,T1027.003
MuddyWater has stored obfuscated JavaScript code in an image file named temp.jpg.,TA0005,T1027.003
ObliqueRAT can hide its payload in BMP images hosted on compromised websites.,TA0005,T1027.003
"Okrum's payload is encrypted and embedded within its loader, or within a legitimate PNG file.",TA0005,T1027.003
PolyglotDuke can use steganography to hide C2 information in images.,TA0005,T1027.003
"PowerDuke uses steganography to hide backdoors in PNG files, which are also encrypted using the Tiny Encryption Algorithm (TEA).",TA0005,T1027.003
ProLock can use .jpg and .bmp files to store its payload.,TA0005,T1027.003
Raindrop used steganography to locate the start of its encoded payload within legitimate 7-Zip code.,TA0005,T1027.003
Ramsay has PE data embedded within JPEG files contained within Word documents.,TA0005,T1027.003
RDAT can also embed data within a BMP image prior to exfiltration.,TA0005,T1027.003
"RegDuke can hide data in images, including use of the Least Significant Bit (LSB).",TA0005,T1027.003
TA551 has hidden encoded data for malware DLLs in a PNG.,TA0005,T1027.003
Tropic Trooper has used JPG files with encrypted payloads to mask their backdoor routines and evade detection.,TA0005,T1027.003
Detection of steganography is difficult unless artifacts are left behind by the obfuscation process that are detectable with a known signature.,TA0005,T1027.003
Look for strings or other signatures left in system artifacts related to decoding steganography.,TA0005,T1027.003
Adversaries may attempt to make payloads difficult to discover and analyze by delivering files to victims as uncompiled code.,TA0005,T1027.004
Text-based source code files may subvert analysis and scrutiny from protections targeting executables/binaries.,TA0005,T1027.004
These payloads will need to be compiled before execution; typically via native utilities such as csc.exe or GCC/MinGW.,TA0005,T1027.004
"Source code payloads may also be encrypted, encoded, and/or embedded within other files, such as those delivered as a Phishing.",TA0005,T1027.004
Payloads may also be delivered in formats unrecognizable and inherently benign to the native OS (ex: EXEs on macOS/Linux) before later being (re)compiled into a proper executable binary with a bundled compiler and execution framework.,TA0005,T1027.004
"Cardinal RAT and its watchdog component are compiled and executed after being delivered to victims as embedded, uncompiled source code.",TA0005,T1027.004
DarkWatchman has used the csc.exe tool to compile a C# executable.,TA0005,T1027.004
FoggyWeb can compile and execute source code sent to the compromised AD FS server via a specific HTTP POST.,TA0005,T1027.004
Gamaredon Group has compiled the source code for a downloader directly on the infected system using the built-in Microsoft.CSharp.CSharpCodeProvider class.,TA0005,T1027.004
MuddyWater has used the .NET csc.exe tool to compile executables from downloaded C# code.,TA0005,T1027.004
njRAT has used AutoIt to compile the payload and main script into a single executable after delivery.,TA0005,T1027.004
"Rocke has compiled malware, delivered to victims as .c files, with the GNU Compiler Collection (GCC).",TA0005,T1027.004
"Monitor executed commands and arguments for actions that could be taken to gather common compilers, such as csc.exe and GCC/MinGW, and correlate with other suspicious behavior to reduce false positives from normal user and administrator behavior.",TA0005,T1027.004
Monitor for newly constructed files for payloads,TA0005,T1027.004
"Monitor for contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions,",TA0005,T1027.004
Monitor for newly constructed processes and/or command-lines that look for non-native binary formats and cross-platform compiler and execution frameworks like Mono and determine if they have a legitimate purpose on the system.,TA0005,T1027.004
"Typically these should only be used in specific and limited cases, like for software development.",TA0005,T1027.004
"Adversaries may remove indicators from tools if they believe their malicious tool was detected, quarantined, or otherwise curtailed.",TA0005,T1027.005
They can modify the tool by removing the indicator and using the updated version that is no longer detected by the target's defensive systems or subsequent targets that may use similar systems.,TA0005,T1027.005
A good example of this is when malware is detected with a file signature and quarantined by anti-virus software.,TA0005,T1027.005
"An adversary who can determine that the malware was quarantined because of its file signature may modify the file to explicitly avoid that signature, and then re-use the malware.",TA0005,T1027.005
APT3 has been known to remove indicators of compromise from tools.,TA0005,T1027.005
Cobalt Strike includes a capability to modify the Beacon payload to eliminate known signatures or unpacking methods.,TA0005,T1027.005
Analysis of Daserf has shown that it regularly undergoes technical improvements to evade anti-virus detection.,TA0005,T1027.005
"Deep Panda has updated and modified its malware, resulting in different hash values that evade detection.",TA0005,T1027.005
"GALLIUM ensured each payload had a unique hash, including by using different types of packers.",TA0005,T1027.005
"The author of GravityRAT submitted samples to VirusTotal for testing, showing that the author modified the code to try to hide the DDE object in a different part of the document.",TA0005,T1027.005
InvisiMole has undergone regular technical improvements in an attempt to evade detection.,TA0005,T1027.005
OilRig has tested malware samples to determine AV detection and subsequently modified the samples to ensure AV evasion.,TA0005,T1027.005
Operation Wocao has edited variable names within the Impacket suite to avoid automated detection.,TA0005,T1027.005
Patchwork apparently altered NDiskMonitor samples by adding four bytes of random letters in a likely attempt to change the file hashes.,TA0005,T1027.005
Penquin can remove strings from binaries.,TA0005,T1027.005
PowerSploit's Find-AVSignature AntivirusBypass module can be used to locate single byte anti-virus signatures.,TA0005,T1027.005
QakBot can make small changes to itself in order to change its checksum and hash value.,TA0005,T1027.005
"SUNBURST source code used generic variable names and pre-obfuscated strings, and was likely sanitized of developer comments before being added to SUNSPOT.",TA0005,T1027.005
TEMP.Veles has modified files based on the open-source project cryptcat in an apparent attempt to decrease AV detection rates.,TA0005,T1027.005
"Based on comparison of Gazer versions, Turla made an effort to obfuscate strings in the malware that could be used as IoCs, including the mutex name and named pipe.",TA0005,T1027.005
Waterbear can scramble functions not to be executed again with random values.,TA0005,T1027.005
The first detection of a malicious tool may trigger an anti-virus or other security tool alert.,TA0005,T1027.005
"Similar events may also occur at the boundary through network IDS, email scanning appliance,  The initial detection should be treated as an indication of a potentially more invasive intrusion.",TA0005,T1027.005
The alerting system should be thoroughly investigated beyond that initial alert for activity that was not detected.,TA0005,T1027.005
"Adversaries may continue with an operation, assuming that individual events like an anti-virus detect will not be investigated or that an analyst will not be able to conclusively link that event to other activity occurring on the network.",TA0005,T1027.005
Adversaries may smuggle data and files past content filters by hiding malicious payloads inside of seemingly benign HTML files.,TA0005,T1027.006
HTML documents can store large binary objects known as JavaScript Blobs (immutable data that represents raw bytes) that can later be constructed into file-like objects.,TA0005,T1027.006
"Data may also be stored in Data URLs, which enable embedding media type or MIME files inline of HTML documents.",TA0005,T1027.006
HTML5 also introduced a download attribute that may be used to initiate file downloads.,TA0005,T1027.006
Adversaries may deliver payloads to victims that bypass security controls through HTML Smuggling by abusing JavaScript Blobs and/or HTML5 download attributes.,TA0005,T1027.006
"Security controls such as web content filters may not identify smuggled malicious files inside of HTML/JS files, as the content may be based on typically benign MIME types such as text/plain and/or text/html.",TA0005,T1027.006
"Malicious files or data can be obfuscated and hidden inside of HTML files through Data URLs and/or JavaScript Blobs and can be deobfuscated when they reach the victim ( Deobfuscate/Decode Files or Information), potentially bypassing content filters.",TA0005,T1027.006
"For example, JavaScript Blobs can be abused to dynamically generate malicious files in the victim machine and may be dropped to disk by abusing JavaScript functions such as msSaveBlob.",TA0005,T1027.006
APT29 has embedded an ISO file within an HTML attachment that contained JavaScript code to initiate malware execution.,TA0005,T1027.006
EnvyScout contains JavaScript code that can extract an encoded blob from its HTML body and write it to disk.,TA0005,T1027.006
"Monitor for newly constructed files via JavaScript, developing rules for the different variants, with a combination of different encoding and/or encryption schemes, may be very challenging.",TA0005,T1027.006
"Consider monitoring files downloaded from the Internet, possibly by HTML Smuggling, for suspicious activities.",TA0005,T1027.006
"Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities.",TA0005,T1027.006
"Adversaries may modify property list files (plist files) to enable other malicious activity, while also potentially evading and bypassing system defenses.",TA0005,T1647
"macOS applications use plist files, such as the info.plist file, to store properties and configuration settings that inform the operating system how to handle the application at runtime.",TA0005,T1647
Plist files are structured metadata in key-value pairs formatted in XML based on Apple's Core Foundation DTD.,TA0005,T1647
Plist files can be saved in text or binary format.,TA0005,T1647
"Adversaries can modify key-value pairs in plist files to influence system behaviors, such as hiding the execution of an application ( Hidden Window) or running additional commands for persistence (ex: Launch Agent/Launch Daemon or Re-opened Applications).",TA0005,T1647
"For example, adversaries can add a malicious application path to the ~/Library/Preferences/com.apple.dock.plist file, which controls apps that appear in the Dock.",TA0005,T1647
Adversaries can also modify the LSUIElement key in an application’s info.plist file  to run the app in the background.,TA0005,T1647
"Adversaries can also insert key-value pairs to insert environment variables, such as LSEnvironment, to enable persistence via Dynamic Linker Hijacking.",TA0005,T1647
"XCSSET uses the plutil command to modify the LSUIElement, DFBundleDisplayName, and CFBundleIdentifier keys in the /Contents/Info.plist file to change how XCSSET is visible on the system.",TA0005,T1647
Ensure applications are using Apple's developer guidance which enables hardened runtime.,TA0005,T1647
"Monitor for commands with arguments (such as opening common command-line editors) used to modify plist files, especially commonly abused files such as those in \~/LaunchAgents, \~/Library/Application Support/com.apple.backgroundtaskmanagementagent/backgrounditems.btm, and an application's Info.plist.",TA0005,T1647
"Monitor for plist file modification, especially if immediately followed by other suspicious events such as code execution from \~/Library/Scripts or \~/Library/Preferences.",TA0005,T1647
"Also, monitor for significant changes to any path pointers in a modified plist.",TA0005,T1647
Monitor for newly executed processes with arguments that can modify property list (plist) files.,TA0005,T1647
Adversaries may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system.,TA0005,T1542
"During the booting process of a computer, firmware and various startup services are loaded before the operating system.",TA0005,T1542
These programs control flow of execution before the operating system takes control.,TA0005,T1542
Adversaries may overwrite data in boot drivers or firmware such as BIOS (Basic Input/Output System) and The Unified Extensible Firmware Interface (UEFI) to persist on systems at a layer below the operating system.,TA0005,T1542
This can be particularly difficult to detect as malware at this level will not be detected by host software-based defenses.,TA0005,T1542
Monitor executed commands and arguments in command history in either the console or as part of the running memory to determine if unauthorized or suspicious commands were used to modify device configuration.,TA0005,T1542
Monitor for changes to MBR and VBR as they occur for indicators for suspicious activity and further analysis.,TA0005,T1542
Take snapshots of MBR and VBR and compare against known good samples.,TA0005,T1542
"Disk check, forensic utilities, and data from device drivers ( processes and API calls) may reveal anomalies that warrant deeper investigation",TA0005,T1542
Monitor for changes made on pre-OS boot mechanisms that can be manipulated for malicious purposes.,TA0005,T1542
Take snapshots of boot records and firmware and compare against known good images.,TA0005,T1542
"Log changes to boot records, BIOS, and EFI",TA0005,T1542
"Monitor for newly constructed network device configuration and system image against a known-good version to discover unauthorized changes to system boot, startup configuration, or the running OS.",TA0005,T1542
"The same process can be accomplished through a comparison of the run-time memory, though this is non-trivial and may require assistance from the vendor.",TA0005,T1542
Monitor for API calls that may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system.,TA0005,T1542
"Disk check, forensic utilities, and data from device drivers ( API calls) may reveal anomalies that warrant deeper investigation.",TA0005,T1542
Adversaries may modify system firmware to persist on systems.The BIOS (Basic Input/Output System) and The Unified Extensible Firmware Interface (UEFI) or Extensible Firmware Interface (EFI) are examples of system firmware that operate as the software interface between the operating system and hardware of a computer.,TA0005,T1542.001
System firmware like BIOS and (U)EFI underly the functionality of a computer and may be modified by an adversary to perform or assist in malicious activity.,TA0005,T1542.001
"Capabilities exist to overwrite the system firmware, which may give sophisticated adversaries a means to install malicious firmware updates as a means of persistence on a system that may be difficult to detect.",TA0005,T1542.001
Hacking Team UEFI Rootkit is a UEFI BIOS rootkit developed by the company Hacking Team to persist remote access software on some targeted systems.,TA0005,T1542.001
LoJax is a UEFI BIOS rootkit deployed to persist remote access software on some targeted systems.,TA0005,T1542.001
Trojan.Mebromi performs BIOS modification and can download and execute a file as well as protect itself from removal.,TA0005,T1542.001
Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification.,TA0005,T1542.001
Use Trusted Platform Module technology.,TA0005,T1542.001
Move system's root of trust to hardware to prevent tampering with the SPI flash memory.,TA0005,T1542.001
Technologies such as Intel Boot Guard can assist with this.,TA0005,T1542.001
Prevent adversary access to privileged accounts or access necessary to perform this technique.,TA0005,T1542.001
Patch the BIOS and EFI as necessary.,TA0005,T1542.001
Monitor for changes made to firmware.,TA0005,T1542.001
Dump and inspect BIOS images on vulnerable systems and compare against known good images.,TA0005,T1542.001
Analyze differences to determine if malicious changes have occurred.,TA0005,T1542.001
"Log attempts to read/write to BIOS and compare against known patching behavior.Likewise, EFI modules can be collected and compared against a known-clean list of EFI executable binaries to detect potentially malicious modules.",TA0005,T1542.001
The CHIPSEC framework can be used for analysis to determine if firmware modifications have been performed.,TA0005,T1542.001
Adversaries may modify component firmware to persist on systems.,TA0005,T1542.002
Some adversaries may employ sophisticated means to compromise computer components and install malicious firmware that will execute adversary code outside of the operating system and main system firmware or BIOS.,TA0005,T1542.002
This technique may be similar to System Firmware but conducted upon other system components/devices that may not have the same capability or level of integrity checking.,TA0005,T1542.002
"Malicious component firmware could provide both a persistent level of access to systems despite potential typical failures to maintain access and hard disk re-images, as well as a way to evade host software-based defenses and integrity checks.",TA0005,T1542.002
"Cyclops Blink has maintained persistence by patching legitimate device firmware when it is downloaded, including that of WatchGuard devices.",TA0005,T1542.002
Equation is known to have the capability to overwrite the firmware on hard drives from some manufacturers.,TA0005,T1542.002
Perform regular firmware updates to mitigate risks of exploitation and/or abuse.,TA0005,T1542.002
"Monitor for unexpected disk partition table entries, or blocks of otherwise unusual memory that warrant deeper investigation",TA0005,T1542.002
Monitor for changes that may reveal indicators of malicious firmware such as strings.,TA0005,T1542.002
"Also consider comparing components, including hashes of component firmware and behavior, against known good images.",TA0005,T1542.002
"Monitor for API calls associated with the use of device drivers and/or provided by SMART (Self-Monitoring, Analysis and Reporting Technology)   disk monitoring may reveal malicious manipulations of components.",TA0005,T1542.002
"Otherwise, this technique may be difficult to detect since malicious activity is taking place on system components possibly outside the purview of OS security and integrity mechanisms.",TA0005,T1542.002
Adversaries may use bootkits to persist on systems.,TA0005,T1542.003
Bootkits reside at a layer below the operating system and may make it difficult to perform full remediation unless an organization suspects one was used and can act accordingly.,TA0005,T1542.003
"A bootkit is a malware variant that modifies the boot sectors of a hard drive, including the Master Boot Record (MBR) and Volume Boot Record (VBR).",TA0005,T1542.003
The MBR is the section of disk that is first loaded after completing hardware initialization by the BIOS.,TA0005,T1542.003
It is the location of the boot loader.,TA0005,T1542.003
"An adversary who has raw access to the boot drive may overwrite this area, diverting execution during startup from the normal boot loader to adversary code.",TA0005,T1542.003
The MBR passes control of the boot process to the VBR.,TA0005,T1542.003
"Similar to the case of MBR, an adversary who has raw access to the boot drive may overwrite the VBR to divert execution during startup to adversary code.",TA0005,T1542.003
APT28 has deployed a bootkit along with Downdelph to ensure its persistence on the victim.,TA0005,T1542.003
The bootkit shares code with some variants of BlackEnergy.,TA0005,T1542.003
APT41 deployed Master Boot Record bootkits on Windows systems to hide their malware and maintain persistence on victim systems.,TA0005,T1542.003
BOOTRASH is a Volume Boot Record (VBR) bootkit that uses the VBR to maintain persistence.,TA0005,T1542.003
Carberp has installed a bootkit on the system to maintain persistence.,TA0005,T1542.003
Some FinFisher variants incorporate an MBR rootkit.,TA0005,T1542.003
Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,TA0005,T1542.003
ROCKBOOT is a Master Boot Record (MBR) bootkit that uses the MBR to establish persistence.,TA0005,T1542.003
TrickBot can implant malicious code into a compromised device's firmware.,TA0005,T1542.003
WhisperGate overwrites the MBR with a bootloader component that performs destructive wiping operations on hard drives and displays a fake ransom note when the host boots.,TA0005,T1542.003
Use Trusted Platform Module technology and a secure or trusted boot process to prevent system integrity from being compromised.,TA0005,T1542.003
Ensure proper permissions are in place to help prevent adversary access to privileged accounts necessary to install a bootkit.,TA0005,T1542.003
Monitor for changes to MBR and VBR as they occur for indicators for suspicious activity and further analysis.,TA0005,T1542.003
Take snapshots of MBR and VBR and compare against known good samples.,TA0005,T1542.003
Adversaries may abuse the ROM Monitor (ROMMON) by loading an unauthorized firmware with adversary code to provide persistent access and manipulate device behavior that is difficult to detect.,TA0005,T1542.004
"ROMMON is a Cisco network device firmware that functions as a boot loader, boot image, or boot helper to initialize hardware and software when the platform is powered on or reset.",TA0005,T1542.004
"Similar to TFTP Boot, an adversary may upgrade the ROMMON image locally or remotely (for example, through TFTP) with adversary code and restart the device in order to overwrite the existing ROMMON image.",TA0005,T1542.004
This provides adversaries with the means to update the ROMMON to gain persistence on a system in a way that may be difficult to detect.,TA0005,T1542.004
There are no documented means for defenders to validate the operation of the ROMMON outside of vendor support.,TA0005,T1542.004
"If a network device is suspected of being compromised, contact the vendor to assist in further investigation.",TA0005,T1542.004
Adversaries may abuse netbooting to load an unauthorized network device operating system from a Trivial File Transfer Protocol (TFTP) server.,TA0005,T1542.005
TFTP boot (netbooting) is commonly used by network administrators to load configuration-controlled network device images from a centralized management server.,TA0005,T1542.005
"Netbooting is one option in the boot sequence and can be used to centralize, manage, and control device images.",TA0005,T1542.005
"Adversaries may manipulate the configuration on the network device specifying use of a malicious TFTP server, which may be used in conjunction with Modify System Image to load a modified image on device startup or reset.",TA0005,T1542.005
"The unauthorized image allows adversaries to modify device configuration, add malicious capabilities to the device, and introduce backdoors to maintain control of the network device while minimizing detection through use of a standard functionality.",TA0005,T1542.005
This technique is similar to ROMMONkit and may result in the network device running a modified image.,TA0005,T1542.005
Monitor executed commands and arguments in command history in either the console or as part of the running memory to determine if unauthorized or suspicious commands were used to modify device configuration.,TA0005,T1542.005
"Monitor for changes to boot information including system uptime, image booted, and startup configuration to determine if results are consistent with expected behavior in the environment.",TA0005,T1542.005
Monitor unusual connections or connection attempts to the device that may specifically target TFTP or other file-sharing protocols.,TA0005,T1542.005
"Monitor for newly constructed network device configuration and system image against a known-good version to discover unauthorized changes to system boot, startup configuration, or the running OS.",TA0005,T1542.005
"The same process can be accomplished through a comparison of the run-time memory, though this is non-trivial and may require assistance from the vendor.",TA0005,T1542.005
Adversaries may inject code into processes in order to evade process-based defenses as well as possibly elevate privileges.,TA0005,T1055
Process injection is a method of executing arbitrary code in the address space of a separate live process.,TA0005,T1055
"Running code in the context of another process may allow access to the process's memory, system/network resources, and possibly elevated privileges.",TA0005,T1055
Execution via process injection may also evade detection from security products since the execution is masked under a legitimate process.,TA0005,T1055
"There are many different ways to inject code into a process, many of which abuse legitimate functionalities.",TA0005,T1055
These implementations exist for every major OS but are typically platform specific.,TA0005,T1055
"More sophisticated samples may perform multiple process injections to segment modules and further evade detection, utilizing named pipes or other inter-process communication (IPC) mechanisms as a communication channel.",TA0005,T1055
ABK has the ability to inject shellcode into svchost.exe.,TA0005,T1055
"Agent Tesla can inject into known, vulnerable binaries on targeted hosts.",TA0005,T1055
APT32 malware has injected a Cobalt Strike beacon into Rundll32.exe.,TA0005,T1055
"APT37 injects its malware variant, ROKRAT, into the cmd.exe process.",TA0005,T1055
APT41 malware TIDYELF loaded the main WINTERLOVE component by injecting it into the iexplore.exe process.,TA0005,T1055
Attor's dispatcher can inject itself into running processes to gain higher privileges and to evade detection.,TA0005,T1055
AuditCred can inject code from files to other running processes.,TA0005,T1055
Avenger has the ability to inject shellcode into svchost.exe.,TA0005,T1055
Backdoor.Oldrea injects itself into explorer.exe.,TA0005,T1055
Bazar can inject code through calling VirtualAllocExNuma.,TA0005,T1055
BBK has the ability to inject shellcode into svchost.exe.,TA0005,T1055
Cardinal RAT injects into a newly spawned process created from a native Windows executable.,TA0005,T1055
Clambling can inject into the svchost.exe process for execution.,TA0005,T1055
Cobalt Group has injected code into trusted processes.,TA0005,T1055
Cobalt Strike can inject a variety of payloads into processes dynamically chosen by the adversary.,TA0005,T1055
Donut includes a subproject DonutTest to inject shellcode into a target process.,TA0005,T1055
Dyre has the ability to directly inject its code into the web browser process.,TA0005,T1055
Egregor can inject its payload into iexplore.exe process.,TA0005,T1055
"Empire contains multiple modules for injecting into processes, such as Invoke-PSInject.",TA0005,T1055
Gazer injects its communication module into an Internet accessible process through which it performs C2.,TA0005,T1055
"gh0st RAT can inject malicious code into process created by the ""Command_Create&Inject"" function.",TA0005,T1055
GuLoader has the ability to inject shellcode into a donor processes that is started in a suspended state.,TA0005,T1055
GuLoader has previously used RegAsm as a donor process.,TA0005,T1055
Honeybee uses a batch file to load a DLL into the svchost.exe process.,TA0005,T1055
HOPLIGHT has injected into running processes.,TA0005,T1055
HTRAN can inject into into running processes.,TA0005,T1055
HyperBro can run shellcode it injects into a newly created process.,TA0005,T1055
InvisiMole can inject itself into another process to avoid detection including use of a technique called ListPlanting that customizes the sorting algorithm in a ListView structure.,TA0005,T1055
IronNetInjector can use an IronPython scripts to load a .NET injector to inject a payload into its own or a remote process.,TA0005,T1055
JHUHUGIT performs code injection injecting its own functions to browser processes.,TA0005,T1055
JPIN can inject content into lsass.exe to load a module.,TA0005,T1055
Kimsuky has used Win7Elevate to inject malicious code into explorer.exe.,TA0005,T1055
Lizar can migrate the loader into another process.,TA0005,T1055
NavRAT copies itself into a running Internet Explorer process to evade detection.,TA0005,T1055
"NETWIRE can inject code into system processes including notepad.exe, svchost.exe, and vbc.exe.",TA0005,T1055
"Operation Wocao has injected code into a selected process, which in turn launches a command as a child process of the original.",TA0005,T1055
Pandora can start and inject code into a new svchost process.,TA0005,T1055
PLATINUM has used various methods of process injection including hot patching.,TA0005,T1055
"PoshC2 contains multiple modules for injecting into processes, such as Invoke-PSInject.",TA0005,T1055
"QakBot can inject itself into processes including explore.exe, Iexplore.exe, and Mobsync.exe.",TA0005,T1055
Remcos has a command to hide itself through injecting into another process.,TA0005,T1055
REvil can inject itself into running processes on a compromised host.,TA0005,T1055
"ROKRAT can use VirtualAlloc, WriteProcessMemory, and then CreateRemoteThread to execute shellcode within the address space of Notepad.exe.",TA0005,T1055
"Ryuk has injected itself into remote processes to encrypt files using a combination of VirtualAlloc, WriteProcessMemory, and CreateRemoteThread.",TA0005,T1055
ShadowPad has injected an install module into a newly created process.,TA0005,T1055
Sharpshooter has leveraged embedded shellcode to inject a downloader into the memory of Word.,TA0005,T1055
Silence has injected a DLL library containing a Trojan into the fwmain32.exe process.,TA0005,T1055
SILENTTRINITY can inject shellcode directly into Excel.exe or a specific process.,TA0005,T1055
Sliver can inject code into local and remote processes.,TA0005,T1055
SLOTHFULMEDIA can inject into running processes on a compromised host.,TA0005,T1055
Smoke Loader injects into the Internet Explorer process.,TA0005,T1055
StoneDrill has relied on injecting its payload directly into the process memory of the victim's preferred browser.,TA0005,T1055
TrickBot has used Nt* Native API functions to inject code into legitimate processes such as wermgr.exe.,TA0005,T1055
"TSCookie has the ability to inject code into the svchost.exe, iexplorer.exe, explorer.exe, and default browser processes.",TA0005,T1055
Turla has also used PowerSploit's Invoke-ReflectivePEInjection.ps1 to reflectively load a PowerShell payload into a random process on the victim system.,TA0005,T1055
WarzoneRAT has the ability to inject malicious DLLs into a specific process for privilege escalation.,TA0005,T1055
Waterbear can inject decrypted shellcode into the LanmanServer service.,TA0005,T1055
WhisperGate has the ability to inject its fourth stage into a suspended process created by the legitimate Windows utility InstallUtil.exe.,TA0005,T1055
Wiarp creates a backdoor through which remote attackers can inject files into running processes.,TA0005,T1055
Wingbird performs multiple process injections to hijack system processes and execute malicious code.,TA0005,T1055
Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process.,TA0005,T1055
"For example, on Windows 10, Attack Surface Reduction (ASR) rules may prevent Office applications from code injection.",TA0005,T1055
